Title,Distributor,Release Date,Rating,Genre1,Genre2,Genre3,Country1,Country2,Country3,Director1,Director2,Director3,Actor1,Actor2,Actor3,"Lifetime
Gross","Preview
Gross","Opening
Day","Opening
Day
Gross","Opening
Day
Screens","Opening
Day
Theatres","Opening
Weekend
Gross","Opening
Weekend
Screens","Opening
Weekend
Theatres","Opening
Week
Gross","Opening
Week
Screens","Opening
Week
Theatres","% of
Opening
Weekend
to Week"
"Secret In Their Eyes, The",Rialto,27/05/2010,MA15+,Drama,Thriller,Crime,Argentina,Spain,,Juan José Campanella,,,Ricardo Darin,Soledad Villamil,Pablo Rago,830781,15550,Thursday,10421,19,,121274,20,,169850,20,,71%
Warren Miller's Dynasty,Ice Edge,27/05/2010,EX,Documentary,Special Event,Sport,USA,,,Max Bervy,,,Jonny Moseley,,,427949,,Thursday,23692,1,,109324,1,,128786,2,,85%
City Island,Anchor Bay,27/05/2010,M,Comedy,,,USA,,,Raymond De Felitta,,,George Aloi,Sharon Angela,Alan Arkin,382707,3982,Thursday,3656,10,,41729,11,,58537,11,,71%
Fish Tank,Paramount,27/05/2010,MA15+,Drama,,,UK,Netherlands,,Andrea Arnold,,,Katie Jarvis,Rebecca Griffiths,Carrie-ann Savill,105367,,Thursday,4379,8,,32801,8,,46068,8,,71%
"Stoning Of Soraya M, The",Accent,27/05/2010,MA15+,Drama,Crime,,USA,,,Cyrus Nowrasteh,,,Shohreh Aghdashloo,Mozhan Marnò,James Caviezel,27845,,Thursday,1326,5,,9600,5,,14485,5,,66%
Leap Year,Roadshow,27/05/2010,PG,Comedy,Romance,,USA,Ireland,,Anand Tucker,,,Amy Adams,Matthew Goode,Adam Scott,4738,,Thursday,424,10,,1773,10,,3006,10,,59%
Kites Remix,Icon,27/05/2010,M,Action,Thriller,Romance,India,,,Anurag Basu,,,Bárbara Mori,Hrithik Roshan,Steven Michael Quezada,2480,,Thursday,176,5,,1751,5,,2184,5,,80%
Repo Men,Universal,27/05/2010,R18+,Action,Thriller,Sci-fi,USA,Canada,,Miguel Sapochnik,,,Liev Schreiber,Jude Law,Forest Whitaker,1020,,Thursday,53,2,,345,2,,601,2,,57%
Kites,Icon,21/05/2010,M,Action,Thriller,Romance,India,,,Anurag Basu,,,Hrithik Roshan,Bárbara Mori,Steven Michael Quezada,331545,,Friday,69559,31,,211163,31,,271807,43,,78%
"Kings Of Mykonos: Wog Boy 2, The",Paramount,20/05/2010,M,Comedy,,,Australia,,,Peter Andrikidis,,,Nick Giannopoulos,Vince Colosimo,Alex Dimitriades,4896315,,Thursday,290369,203,,1824126,203,,2260420,203,,81%
"Back-Up Plan, The",Sony,20/05/2010,M,Comedy,Romance,,USA,,,Alan Poul,,,Danneel Harris,Jennifer Lopez,Eric Christian Olsen,3964082,,Thursday,177654,205,,1213195,205,,1625238,205,,75%
"Nightmare On Elm Street, A",Warner Bros.,20/05/2010,MA15+,Drama,Horror,Thriller,USA,,,Samuel Bayer,,,Jackie Earle Haley,Rooney Mara,Kyle Gallner,2939724,,Thursday,222339,134,,1140064,134,,1440659,134,,79%
Harry Brown,Icon,20/05/2010,MA15+,Drama,Thriller,Crime,UK,,,Daniel Barber,,,Miochael Caine,Emily Mortimer,Iain Glen,1714250,,Thursday,38945,52,,344464,52,,489912,52,,70%
Food Inc,Roadshow,20/05/2010,PG,Documentary,,,USA,,,Robert Kenner,,,Michael Pollan,Eric Schlosser,,289638,,Thursday,4186,8,,39190,8,,62211,8,,63%
Once A Gangster,Dream Movie,20/05/2010,MA15+,Action,Comedy,Crime,Hong Kong,,,Felix Chong,,,Ekin Cheng,Jordan Chan,Alex Fong,51998,,Thursday,6600,5,,26142,5,,37977,5,,69%
"End Of The Line, The",Dv1,15/05/2010,G,Documentary,,,UK,,,Rupert Murray,,,,,,11188,,Saturday,3264,4,,5299,4,,7849,4,,68%
Robin Hood,Universal,13/05/2010,M,Action,Drama,,USA,,,Ridley Scott,,,Russell Crowe,Cate Blanchett,Mark Strong,18769660,,Thursday,1003654,463,,5616490,463,,7419231,463,,76%
Letters To Juliet,Hoyts,13/05/2010,PG,Adventure,Comedy,Drama,USA,,,Gary Winick,,,Amanda Seyfried,Vanessa Redgrave,Gael García Bernal,4496671,410220,Thursday,142689,221,,991408,222,,1414423,222,,70%
"New York, I Love You",Madman,13/05/2010,MA15+,Comedy,Drama,Romance,France,USA,Bahrain,Fatih Akin,Natalie Portman,Mira Nair,Bradley Cooper,Natalie Portman,Justin Bartha,425624,,Thursday,7141,10,,70857,10,,96585,10,,73%
"Love, Lust & Lies",Beyond Ent.,13/05/2010,M,Documentary,,,Australia,,,Gillian Armstrong,,,Kerry Carlson,Diana Doman,Josie Petersen,136595,,Thursday,2351,5,,20674,5,,31152,5,,66%
NT Live: The Habit Of Art,Sharmill,13/05/2010,EX,Special Event,Play,Live,UK,,,Nicholas Hytner,,,Richard Griffiths,Alex Jennings,Frances De La Tour,66493,,Thursday,3747,1,,3747,1,,3747,1,,100%
Esrefpasalilar,Cinegraph,13/05/2010,M,Comedy,Drama,,Turkey,,,Hüdaverdi Yavuz,,,Sinan Albayrak,Savas Bayindir,Deniz Özpinar,12352,,Thursday,227,2,,2925,2,,4888,2,,60%
"Other Man, The",Roadshow,13/05/2010,M,Drama,,,USA,UK,,Richard Eyre,,,Laura Linney,Liam Neeson,Romola Garai,9153,,Thursday,889,41,,4822,41,,7727,41,,62%
Savages Crossing,Mediakin,13/05/2010,MA15+,Thriller,,,Australia,,,Kevin James Dobson,,,Chris Haywood,Sacha Horler,Charlie Jarratt,8651,,Thursday,396,3,,4432,5,,4432,5,,100%
Virsa,Wizemindz,13/05/2010,M,Drama,Special Event,Music,India,,,Pankaj Batra,,,Aarya Babbar,Aman Dhaliwal,Gulshan Grover,7108,,Thursday,567,3,,4817,3,,7108,3,,68%
Tinkerbell And The Great Fairy Rescue,Walt Disney,8/05/2010,G,Family,Animated,Fantasy,USA,,,Bradley Raymond,,,Mae Whitman,Michael Sheen,Kristin Chenoweth,449500,,Saturday,8873,61,,101163,61,,164657,,,61%
Badmaash Company,Mindblowing,7/05/2010,M,Comedy,Drama,Thriller,India,,,Parmeet Sethi,,,Shahid Kapur,Anushka Sharma,Meiyang Chang,91403,,Friday,9269,10,,42934,10,,61193,10,,70%
I Love You Too,Roadshow,6/05/2010,M,Comedy,,,Australia,,,Daina Reid,,,Yvonne Strahovski,Peter Dinklage,Bridie Carter,2362832,,Thursday,113483,227,,874832,228,,1193218,228,,73%
Soul Kitchen,Sharmill,6/05/2010,MA15+,Comedy,Drama,,Germany,France,Italy,Fatih Akin,,,Adam Bousdoukos,Moritz Bleibtreu,Birol Ünel,496537,,Thursday,6409,9,,65749,9,,89311,9,,74%
"White Ribbon, The",Paramount,6/05/2010,M,Drama,History,,Austria,Germany,France,Michael Haneke,,,Christian Friedel,Ernst Jacobi,Leonie Benesch,323527,,Thursday,5633,9,,53334,9,,76781,9,,69%
Mickey Mouse Clubhouse Choo Choo Express,Walt Disney,6/05/2010,G,Animated,,,USA,,,,,,,,,272090,,Thursday,5553,12,,46738,12,,68004,12,,69%
"I, Don Giovanni",Potential,6/05/2010,M,Drama,Musical,Special Event,Italy,Spain,,Carlos Saura,,,Lorenzo Balducci,Lino Guanciale,Emilia Verginelli,102768,,Thursday,1093,7,,17610,11,,24873,11,,71%
Ekam Son Of Soil,Gurinder Mangat,6/05/2010,M,Drama,,,India,,,Mandeep Benipal,,,Babbu Maan,Mandy Takhar,Mohitinder Bawa,8354,,Thursday,920,3,,5539,4,,7697,4,,72%
Playing For Charlie,Pack Screen,6/05/2010,M,Drama,,,Australia,,,Pene Patrick,,,Shane Connor,Jared Daperis,Jodie Rimmer,5867,,Thursday,518,1,,2665,1,,3760,1,,71%
Woochi,Rialto,30/04/2010,M,Action,Adventure,Comedy,South Korea,,,Djong-hun Choi,,,Su-jeong Lim,Yun-seok Kim,Dong-won Kang,208,,Friday,43,1,,121,1,,208,1,,58%
Iron Man 2,Paramount,29/04/2010,M,Action,Adventure,Sci-fi,USA,,,Jon Favreau,,,Robert Downey Jr.,Samuel L. Jackson,Gwyneth Paltrow,25994370,,Thursday,1815400,473,,9507633,473,,12161431,473,,78%
"Concert, The",Hopscotch,29/04/2010,M,Comedy,Special Event,Music,France,Italy,Romania,Radu Mihaileanu,,,Aleksei Guskov,Mélanie Laurent,Dmitri Nazarov,1063925,73155,Thursday,12979,28,,133408,28,,194936,28,,68%
Ip Man 2,Dream Movie,29/04/2010,M,Action,Drama,Biography,Hong Kong,China,,Wilson Yip,,,Donnie Yen,Lynn Hung,Simon Yam,602184,,Thursday,25999,5,,150726,5,,226295,5,,67%
Housefull,Eros Australia,29/04/2010,PG,Romantic Comedy,,,India,,,Sajid Khan,,,Malaika Arora,Cara Bamford,Luke Barron,292682,,Thursday,7698,18,,149883,18,,209123,18,,72%
44 Inch Chest,Icon,29/04/2010,MA15+,Drama,,,UK,,,Malcolm Venville,,,John Hurt,Ray Winstone,Tom Wilkinson,75737,,Thursday,3745,13,,29843,13,,42152,13,,71%
Amos Oz: The Nature Of Dreams,Sharmill,29/04/2010,G,Documentary,,,Israel,,,Masha Zur Glozman,,,Paul Auster,Nadine Gordimer,Sari Nusseibeh,26424,3387,Thursday,475,2,,4290,2,,6046,2,,71%
Triangle,Icon,29/04/2010,MA15+,Horror,Thriller,Mystery,Australia,UK,,Christopher Smith,,,Melissa George,Liam Hemsworth,Rachael Carpani,11282,,Thursday,620,3,,6081,4,,8199,4,,74%
Hot Tub Time Machine,Fox,22/04/2010,MA15+,Comedy,Sci-fi,,Canada,USA,,Steve Pink,,,John Cussack,Rob Corddry,Craig Robinson,4052221,,Thursday,200543,199,,1275831,204,,1923746,204,,66%
When In Rome,Walt Disney,22/04/2010,PG,Comedy,Drama,Romance,USA,,,Mark Steven Johnson,,,Kristen Bell,Will Arnett,Alexis Dziena,2729800,,Thursday,96211,211,,800805,211,,1238801,211,,65%
Accidents Happen,Hopscotch,22/04/2010,M,Comedy,Drama,,Australia,UK,,Andrew Lancaster,,,Geena Davis,Harrison Gilbertson,Harry Cook,157131,,Thursday,4173,12,,39721,12,,60278,12,,66%
Bunny And The Bull,Madman,22/04/2010,MA15+,Comedy,,,UK,,,Paul King,,,Edward Hogg,Simon Farnaby,Verónica Echegui,51210,,Thursday,1338,1,,9109,1,,14265,1,,64%
"Burning Plain, The",Icon,22/04/2010,M,Drama,,,USA,Argentina,,Guillermo Arriaga,,,Charlize Theron,Kim Basinger,Jennifer Lawrence,40735,,Thursday,866,4,,12699,4,,21696,4,,59%
"Book Of Eli, The",Sony,15/04/2010,MA15+,Action,Adventure,Drama,USA,,,Albert Hughes,,,Mila Kunis,Denzel Washington,Gary Oldman,3882803,,Thursday,259672,188,,1329233,188,,1795963,188,,74%
Beneath Hill 60,Paramount,15/04/2010,M,Drama,,,Australia,,,Jeremy Sims,,,Aden Young,Brendan Cowell,Gyton Grantley,3220187,,Thursday,93441,164,,548694,164,,817435,164,,67%
Coco Chanel & Igo Stravinsky,Madman,15/04/2010,MA15+,Drama,Romance,,France,,,Jan Kounen,,,Mads Mikkelsen,Anna Mouglalis,Anatole Taubman,473060,,Thursday,17355,29,,103601,29,,145226,29,,71%
"Eclipse, The",Jump,15/04/2010,M,Drama,Romance,,Ireland,,,Conor Mcpherson,,,Ciarán Hinds,Iben Hjejle,Hannah Lynch,128552,3083,Thursday,3986,9,,27544,9,,38760,9,,71%
Paathshaala,Eros Australia,15/04/2010,PG,Drama,Family,,India,,,Milind Ukey,,,Shahid Kapur,Ayesha Takia,Nana Patekar,42581,,Thursday,141,1,,22266,11,,29584,11,,75%
Date Night,Fox,8/04/2010,M,Action,Comedy,Romance,USA,,,Shawn Levy,,,Mila Kunis,Mark Wahlberg,Mark Ruffalo,9142387,,Thursday,409912,304,,2150265,304,,3107074,304,,69%
Kick-Ass,Universal,8/04/2010,MA15+,Action,Comedy,Drama,USA,UK,,Matthew Vaughn,,,Nicolas Cage,Chloë Grace Moretz,Mark Strong,6075176,,Thursday,393327,236,,1645572,236,,2304971,236,,71%
Prince,Eros Australia,8/04/2010,M,Action,Thriller,,India,,,Kookie V. Gulati,,,Vivek Oberoi,Aruna Sheilds,Nandana Sen,32580,,Thursday,375,10,,18906,12,,26719,12,,71%
Clash Of The Titans,Warner Bros.,1/04/2010,M,Action,Adventure,Drama,USA,UK,,Louis Leterrier,,,Sam Worthington,Liam Neeson,Ralph Fiennes,19365598,,Thursday,1371486,349,,6409108,349,,10071353,349,,64%
Nanny Mcphee And The Big Bang,Universal,1/04/2010,G,Comedy,Family,Fantasy,UK,USA,France,Susanna White,,,Emma Thompson,Ralph Fiennes,Maggie Gyllenhaal,8397244,672754,Thursday,191234,261,,1007961,261,,2723370,261,,37%
"Last Song, The",Walt Disney,1/04/2010,PG,Drama,Special Event,Music,USA,,,Julie Anne Robinson,,,Miley Cyrus,Kelly Preston,Liam Hemsworth,6928000,,Thursday,406799,231,,1398407,234,,2776369,234,,50%
She's Out Of My League,Paramount,1/04/2010,MA15+,Comedy,Romance,,USA,,,Jim Field Smith,,,Jay Baruchel,Mike Vogel,Alice Eve,3274051,,Thursday,170875,182,,1030653,182,,1780002,182,,58%
"Last Station, The",Becker,1/04/2010,M,Drama,Horror,,Germany,Russia,UK,Michael Hoffman,,,James McAvoy,Christopher Plummer,Helen Mirren,1397342,70125,Thursday,21605,26,,210855,26,,356507,26,,59%
Micmacs,Hopscotch,1/04/2010,M,Comedy,Crime,,France,,,Jean-Pierre Jeunet,,,Dany Boon,André Dussollier,Nicolas Marié,1028460,26697,Thursday,16093,27,,143742,27,,249746,27,,58%
Welcome,Palace,1/04/2010,M,Drama,,,France,,,Philippe Lioret,,,Vincent Lindon,Firat Ayverdi,Audrey Dana,733329,27192,Thursday,6930,17,,83766,17,,135464,17,,62%
Monga,Dream Movie,1/04/2010,MA15+,Drama,,,Taiwan,,,Cheng Ze Niu,,,Ching-tien Juan,Mark Chao,Ju-lung Ma,35236,,Thursday,789,5,,7511,5,,9425,5,,80%
Lad Gaya Pecha,Eros Australia,26/03/2010,PG,Comedy,,,India,,,Anmol Arora,,,Gurpreet Ghuggi,,,6828,,Friday,279,3,,1278,3,,3014,3,,42%
How To Train Your Dragon,Universal,25/03/2010,PG,Action,Adventure,Comedy,USA,,,Peter Hastings,Dean Deblois,Chris Sanders,Gerard Butler,Jonah Hill,America Ferrera,20588534,,Thursday,253626,367,,2653004,367,,4064696,367,,65%
"Girl With The Dragon Tattoo, The",Rialto,25/03/2010,MA15+,Thriller,,,Sweden,Denmark,Germany,Niels Arden Oplev,,,Noomi Rapace,Michael Nyqvist,Sven-bertil Taube,5854123,269576,Thursday,65765,53,,544546,53,,755097,53,,72%
"Spy Next Door, The",Roadshow,25/03/2010,PG,Action,Comedy,Family,USA,,,Brian Levant,,,Jackie Chan,Lucas Till,Amber Valletta,2244335,,Thursday,4896,34,,80909,34,,236533,34,,34%
Going Vertical,Pack Screen,25/03/2010,M,Documentary,Special Event,Sport,Australia,USA,,David Bradbury,,,Gerry Lopez,Kelly Slater,Sam George,9699,,Thursday,654,14,,3879,14,,4009,14,,97%
Little Ashes,Kojo Pictures,25/03/2010,MA15+,Drama,,,UK,Spain,,Paul Morrison,,,Javier Beltrán,Robert Pattinson,Matthew Mcnulty,5502,,Thursday,139,2,,3026,3,,3509,3,,86%
"Bounty Hunter, The",Sony,18/03/2010,M,Action,Comedy,Romance,USA,,,Andy Tennant,,,Gerard Butler,Jennifer Aniston,Christine Baranski,4857826,,Thursday,210212,204,,1380145,204,,1849924,204,,75%
Cop Out,Warner Bros.,18/03/2010,MA15+,Comedy,,,USA,,,Kevin Smith,,,Bruce Willis,Tracy Morgan,Jason Lee,1714117,,Thursday,96229,146,,634195,146,,860978,146,,74%
"Rebound, The",Roadshow,18/03/2010,M,Comedy,Romance,,USA,,,Bart Freundlich,,,Catherine Zeta-Jones,Justin Bartha,Steve Antonucci,1049532,,Thursday,59249,190,,415971,190,,602815,190,,69%
Brothers,Roadshow,18/03/2010,M,Drama,Thriller,War,USA,,,Jim Sheridan,,,Tobey Maguire,Jake Gyllenhaal,Natalie Portman,409745,,Thursday,11893,22,,92936,22,,133157,22,,70%
Five Minutes Of Heaven,Madman,18/03/2010,M,Drama,Thriller,Crime,UK,,,Oliver Hirschbiegel,,,Liam Neeson,James Nesbitt,Juliet Crawford,132082,,Thursday,910,5,,6759,5,,9255,5,,73%
Just Another Pandora's Box,Dream Movie,18/03/2010,PG,Comedy,Fantasy,,Hong Kong,,,Jeffrey Lau,,,Ronald Cheng,Gigi Leung,Betty Sun,90950,,Thursday,10841,6,,56251,6,,56251,6,,100%
Green Zone,Universal,11/03/2010,M,Drama,War,,USA,UK,,Paul Greengrass,,,Matt Damon,Jason Isaacs,Brandan Gleeson,6630534,,Thursday,314493,245,,1977131,245,,2614190,245,,76%
Remember Me,Hoyts,11/03/2010,M,Drama,Romance,,USA,,,Allen Coulter,,,Emilie De Ravin,Pierce Brosnan,Chris Cooper,1395711,,Thursday,103382,172,,510785,173,,720150,173,,71%
My One And Only,Hopscotch,11/03/2010,M,Comedy,,,USA,,,Richard Loncraine,,,Renée Zellweger,Logan Lerman,Kevin Bacon,165710,8140,Thursday,6222,20,,47578,20,,66801,20,,71%
Cirque Du Freak: The Vampire's Assistant,Universal,11/03/2010,M,Action,Adventure,Fantasy,USA,,,Paul Weitz,,,Salma Hayek,John C. Reilly,Ken Watanabe,73830,,Thursday,4410,41,,39354,41,,52411,41,,75%
Alice In Wonderland (2010),Walt Disney,4/03/2010,PG,Adventure,Family,Fantasy,USA,UK,,Tim Burton,,,Johnny Depp,Helena Bonham Carter,Mia Wasikowska,37563371,,Thursday,1619032,448,,10377137,448,,14067703,448,,74%
Dear John,Roadshow,4/03/2010,M,Drama,Romance,War,USA,,,Lasse Hallström,,,Richard Jenkins,Amanda Seyfried,Channing Tatum,4701865,,Thursday,275703,196,,1673862,197,,2289338,197,,73%
"Men Who Stare At Goats, The",Sony,4/03/2010,M,Comedy,War,,USA,UK,,Grant Heslov,,,George Clooney,Ewan McGregor,Kevin Spacey,1760204,,Thursday,58338,58,,479322,58,,669493,58,,72%
Atithi Tum Kab Jaoge?,Saini,4/03/2010,PG,Comedy,,,India,,,Ashwani Dheer,,,Ajay Devgn,Sanjay Mishra,Paresh Rawal,45487,,Thursday,1028,5,,22211,5,,30786,5,,72%
Separation City,Hoyts,4/03/2010,MA15+,Comedy,Drama,Romance,New Zealand,,,Paul Middleditch,,,Rhona Mitra,Thomas Kretschmann,Joel Edgerton,32159,,Thursday,2015,15,,15278,15,,23086,15,,66%
Teen Patti,Mindblowing,26/02/2010,M,Drama,Thriller,Crime,India,,,Leena Yadav,,,Amitabh Bachchan,Ben Kingsley,Madhavan,27547,,Friday,4877,10,,18275,10,,23498,10,,78%
"Blind Side, The",Warner Bros.,25/02/2010,PG,Drama,Special Event,Biography,USA,,,John Lee Hancock,,,Sandra Bullock,Tim Mcgraw,Quinton Aaron,13403126,345099,Thursday,341227,221,,2573463,221,,3483414,221,,74%
"Single Man, A",Icon,25/02/2010,M,Drama,,,USA,,,Tom Ford,,,Colin Firth,Julianne Moore,Matthew Goode,1722734,,Thursday,35508,24,,262541,26,,376299,26,,70%
Love Happens,Roadshow,25/02/2010,M,Drama,Romance,,USA,Canada,,Brandon Camp,,,Jennifer Aniston,Aaron Eckhart,Sasha Alexander,53247,,Thursday,589,10,,3699,10,,6134,10,,60%
Karthik Calling Karthik,Eros Australia,25/02/2010,M,Comedy,Thriller,,India,,,Vijay Lalwani,,,Deepika Padukone,Farhan Aktar,Shefali Shetty,51737,,Thursday,612,7,,25270,7,,34792,7,,73%
Girl Clock!,Girl Clock Prod.,25/02/2010,MA15+,Comedy,,,Australia,,,Jennifer Ussi,,,Tarah Carey,Sean Dennehy,Steven Tandy,43434,,Thursday,577,2,,8857,3,,12673,3,,70%
Shutter Island,Paramount,18/02/2010,MA15+,Drama,Thriller,Mystery,USA,,,Martin Scorsese,,,Leonardo Dicaprio,Mark Ruffalo,Michelle Williams,10275190,,Thursday,485615,250,,2779414,250,,3837097,250,,72%
"Hurt Locker, The",Roadshow,18/02/2010,MA15+,Action,Drama,Thriller,USA,,,Kathryn Bigelow,,,Jeremy Renner,Anthony Mackie,Brian Geraghty,5828752,76732,Thursday,35149,28,,306874,46,,456039,46,,67%
From Paris With Love,Hoyts,18/02/2010,MA15+,Action,Thriller,Crime,France,,,Pierre Morel,,,John Travolta,Jonathan Rhys Meyers,Amber Rose Revah,1961810,,Thursday,97498,153,,542129,153,,786062,153,,69%
Crazy Heart,Fox,18/02/2010,M,Drama,Special Event,Music,USA,,,Scott Cooper,,,Maggie Gyllenhaal,Jeff Bridges,Colin Farrell,1150373,,Thursday,30141,56,,222122,56,,316336,56,,70%
Ultimate Wave Tahiti 3D,Imax,18/02/2010,PG,Documentary,,,USA,,,Stephen Low,,,Kelly Slater,Raimana Van Bastolaer,,418623,,Thursday,,,,24894,2,,34315,2,,73%
Celine: Through The Eyes Of The World,Sony,18/02/2010,G,Documentary,Special Event,Music,Canada,,,Stéphane Laporte,,,Céline Dion,René Angélil,,214123,,Thursday,22155,45,,132611,45,,213583,45,,62%
North Face,Rialto,18/02/2010,M,Adventure,Drama,,Germany,Austria,Switzerland,Philipp Stölzl,,,Benno Fürmann,Florian Lukas,Johanna Wokalek,12411,,Thursday,407,2,,4351,2,,6243,2,,70%
Little Big Soldier,Vendetta,14/02/2010,M,Action,Adventure,Comedy,China,Hong Kong,,Sheng Ding,,,Jackie Chan,Lee-horn Wang,Yoo Seung-jun,22269,,Sunday,2346,4,,2346,4,,5530,4,,42%
"Necessities Of Life, The",Umbrella Ent.,12/02/2010,PG,Drama,,,Canada,,,Benoît Pilon,,,Denis Bernard,Antoine Bertrand,Paul-André Brasseur,8495,,Friday,336,1,,949,1,,1530,1,,62%
Valentine's Day,Warner Bros.,11/02/2010,M,Comedy,Romance,,USA,,,Garry Marshall,,,Bradley Cooper,Anne Hathaway,Jessica Alba,15879688,,Thursday,934984,373,,7517561,373,,9215776,373,,82%
Percy Jackson & The Lightning Thief,Fox,11/02/2010,M,Comedy,Fantasy,,Canada,USA,,Chris Columbus,,,Logan Lerman,Rosario Dawson,Uma Thurman,5068965,,Thursday,189230,229,,1634977,229,,1984014,229,,82%
"Wolfman, The",Universal,11/02/2010,MA15+,Drama,Horror,Thriller,USA,,,Joe Johnston,,,Emily Blunt,Benicio Del Toro,Hugo Weaving,4302994,,Thursday,326259,245,,1868226,245,,2410269,245,,78%
My Name Is Khan,Fox,11/02/2010,M,Drama,Romance,,India,,,Karan Johar,,,Kajol,Patrick Weil,Christopher B. Duncan,930572,,Thursday,38808,37,,437691,37,,588738,37,,74%
"Prophet, A",Sony,11/02/2010,MA15+,Drama,Crime,,France,Italy,,Jacques Audiard,,,Tahar Rahim,Niels Arestup,Adel Bencherif,184402,,Thursday,6103,11,,51687,11,,70406,11,,73%
72 Tenants Of Prosperity,Dream Movie,11/02/2010,PG,Comedy,,,Hong Kong,,,Eric Tsang,,,Eric Tsang,Jacky Cheung,Anita Yuen,168590,,Thursday,4602,5,,36857,6,,63519,6,,58%
Edge Of Darkness,Icon,4/02/2010,MA15+,Drama,Thriller,Crime,USA,UK,,Martin Campbell,,,Danny Huston,Mel Gibson,Ray Winstone,3482290,,Thursday,229362,205,,1433847,205,,1891429,205,,76%
Daybreakers,Hoyts,4/02/2010,MA15+,Action,Drama,Horror,Australia,USA,,Michael Spierig,Peter Spierig,,Ethan Hawke,Willem Dafoe,Sam Neill,2448050,,Thursday,193407,135,,1064244,135,,1401880,135,,76%
Precious,Icon,4/02/2010,MA15+,Drama,,,USA,,,Lee Daniels,,,Lenny Kravitz,Mariah Carey,Paula Patton,1506815,48361,Thursday,30710,27,,249171,27,,347779,27,,72%
Law Abiding Citizen,Roadshow,28/01/2010,MA15+,Drama,Thriller,,USA,,,F. Gary Gray,,,Gerard Butler,Michael Gambon,Leslie Bib,5005027,,Thursday,321593,194,,1859330,194,,2456921,194,,76%
"Road, The",Icon,28/01/2010,MA15+,Adventure,Drama,,USA,,,John Hillcoat,,,Charlize Theron,Viggo Mortensen,Guy Pearce,1613038,,Thursday,76025,61,,485834,61,,673313,61,,72%
Veer,Eros Australia,22/01/2010,MA15+,Action,Adventure,Drama,India,,,Anil Sharma,,,Salman Khan,Mithun Chakraborty,Jackie Shroff,131376,,Friday,18356,11,,63444,11,,102686,11,,62%
Invictus,Warner Bros.,21/01/2010,PG,Drama,Special Event,Biography,USA,,,Clint Eastwood,,,Matt Damon,Morgan Freeman,Scott Eastwood,7146396,,Thursday,301468,261,,1751132,261,,2667758,262,,66%
Nine,Sony,21/01/2010,M,Drama,Musical,Romance,USA,UK,,Rob Marshall,,,Nicole Kidman,Kate Hudson,Daniel Day-Lewis,2606083,,Thursday,149538,133,,770606,133,,1179250,133,,65%
Toy Story 1 & 2 3D,Walt Disney,21/01/2010,G,Adventure,Comedy,Animated,USA,,,John Lasseter,,,Tom Hanks,Tim Allen,Joan Cusack,1066000,,Thursday,73425,125,,342558,125,,595158,125,,58%
In The Loop,Madman,21/01/2010,MA15+,Comedy,Black Comedy,,UK,USA,,Armando Iannucci,,,Peter Capaldi,Tom Hollander,Gina Mckee,630111,,Thursday,11365,18,,99313,18,,155755,18,,64%
Chance Pe Dance,Mindblowing,15/01/2010,PG,Comedy,Drama,Special Event,India,,,Ken Ghosh,,,Shahid Kapur,Genelia D'souza,Satish Shah,55551,,Friday,10459,12,,30010,12,,43450,12,,69%
Tooth Fairy,Fox,14/01/2010,G,Comedy,Fantasy,,USA,,,Michael Lembeck,,,Dwayne Johnson,Brandon T. Jackson,Ashley Judd,10513974,,Thursday,800198,243,,2616576,243,,4576419,243,,57%
Up In The Air,Paramount,14/01/2010,M,Comedy,Drama,,USA,,,Jason Reitman,,,Anna Kendrick,George Clooney,Vera Farmiga,8293174,,Thursday,279932,145,,1737134,173,,2471349,173,,70%
Bran Nue Dae,Roadshow,14/01/2010,PG,Comedy,Musical,,Australia,,,Rachel Perkins,,,Geoffrey Rush,Magda Szubanski,Ernie Dingo,7735794,37389,Thursday,403359,231,,1612102,231,,2532404,231,,64%
Peaceful Times,Potential,14/01/2010,PG,Comedy,Drama,,Germany,,,Neele Leana Vollmar,,,Katharina M. Schubert,Oliver Stokowski,Nina Monka,61624,,Thursday,147,1,,27884,1,,48259,1,,58%
Treasure Hunter,Vendetta,14/01/2010,M,Sci-fi,Romance,,Taiwan,,,Yen-ping Chu,,,Jay Chou,Chiling Lin,Eric Tsang,47834,,Thursday,4174,8,,19394,8,,29231,8,,66%
Mid August Lunch,Rialto,14/01/2010,PG,Comedy,Drama,,Italy,,,Gianni Di Gregorio,,,Gianni Di Gregorio,Valeria De Franciscis,Marina Cacciotti,10083,,Thursday,301,2,,2765,2,,4240,,,65%
"Vintner's Luck, The",Icon,14/01/2010,M,Drama,Romance,Fantasy,France,New Zealand,,Niki Caro,,,Vera Farmiga,Gaspard Ulliel,Keisha Castle-hughes,2282,,Thursday,147,2,,945,2,,1337,,,71%
Dulha Mil Gaya,Saini,8/01/2010,PG,,,,India,,,Mudassar Aziz,,,Mohit Chadha,Beena Kak,Fardeen Khan,40866,,Friday,7679,5,,22071,5,,31496,5,,70%
Pyaar Impossible,Mindblowing,8/01/2010,PG,Comedy,Romance,,India,,,Jugal Hansraj,,,Priyanka Chopra,Anupam Kher,Uday Chopra,40275,,Friday,6122,8,,21706,8,,34578,8,,63%
Mitti,Eros Australia,8/01/2010,M,Drama,,,India,,,Jatinder Mauhar,,,Mika Singh,Lakhwinder Singh Kandola,Vaquuar Shaikkh,19212,,Friday,371,4,,6596,4,,12497,4,,53%
